Price Date,Open Price,High Price,Low Price,Close Price,Traded Value,Number Of Trades,Traded Quantity
06-01-2014,3575.1,3580.5,3468.6,3517.9,4883727082,79022,1387291
03-01-2014,3475,3575,3454.25,3565.15,4445389364,74223,1255793
02-01-2014,3463.25,3508,3463.25,3480.55,1917898709,28599,550593
01-01-2014,3492,3499,3462.05,3468,642063885.4,11876,184836
31-12-2013,3500,3521.7,3480.25,3485.65,1566839587,22495,448851
30-12-2013,3567.7,3575,3475,3502.35,5198245165,59721,1482929
27-12-2013,3530,3572,3529.95,3561.3,3286067252,64334,922758
26-12-2013,3487,3534.4,3483.75,3520.65,3015388362,32059,858741
24-12-2013,3486,3502.9,3466.1,3486.4,3097016985,44515,888739
23-12-2013,3500,3539.9,3460.55,3468.45,3852245048,85770,1105738
20-12-2013,3525,3573,3508.4,3551.35,3843575283,70717,1085682
19-12-2013,3462.5,3544.95,3455,3512.25,3216722329,65314,916432
18-12-2013,3450,3473.75,3447.5,3457.45,3971006289,65090,1147918
17-12-2013,3445.1,3484.9,3445.1,3456.35,4638836499,55887,1339244
16-12-2013,3380,3464,3353.8,3452.25,4355308583,66479,1264712
13-12-2013,3345,3380,3345,3373.85,3498112557,54225,1039453
12-12-2013,3364.4,3385.7,3348,3363.85,2322641176,76808,690029
11-12-2013,3365,3381.7,3340,3374.35,2629863774,40077,782120
10-12-2013,3335,3389.85,3331.55,3370.85,5200023792,70004,1543237
09-12-2013,3365,3384.05,3321.05,3338.8,3697486848,57190,1107079
06-12-2013,3339.05,3349,3318.2,3325.8,2723783647,56656,818106
05-12-2013,3380,3399,3342,3351.3,2651753980,63034,789634
04-12-2013,3350,3386,3336.8,3365.35,3557629476,47466,1055390
03-12-2013,3320,3359.5,3320,3348.75,2931364681,45932,875155
02-12-2013,3352,3376.9,3325.1,3338.7,1971965857,35206,588922
29-11-2013,3336,3366,3310,3354.55,2268266533,61439,676445
28-11-2013,3301.4,3338,3265,3327.8,3091341157,61273,937496
27-11-2013,3320,3335.85,3285.8,3293.3,2797653328,63908,847453
26-11-2013,3320,3349,3292.65,3316.2,3033658182,47142,915137
25-11-2013,3352,3378.8,3307,3326,2374607584,63792,713412
22-11-2013,3346,3375,3336,3347.6,1141039124,25557,340117
21-11-2013,3396,3400,3313.1,3344.35,3546790758,85813,1061937
20-11-2013,3409,3443.3,3395,3402.2,1837696463,38084,538326
19-11-2013,3406,3448,3400.05,3442.95,3844974455,66445,1121901
18-11-2013,3391,3415,3387.85,3404.1,2688922028,53022,790817
14-11-2013,3352.3,3375,3350.05,3354.25,1825158573,33967,542941
13-11-2013,3316.05,3358.6,3316.05,3332.05,1958458797,45077,585939
12-11-2013,3362.5,3375,3328.1,3336.85,2702801003,50385,806523
11-11-2013,3350,3398,3340.1,3362.6,3285017231,55737,975400
08-11-2013,3350,3389.2,3350,3360.05,3623058087,42636,1077014
07-11-2013,3321.65,3399.95,3313.6,3357.6,3025495733,56518,899089
06-11-2013,3275.3,3312.2,3275.3,3306.15,1528602785,20832,463083
05-11-2013,3252,3290.55,3233,3265.85,2172231194,57858,665029
03-11-2013,3280,3295.75,3273.2,3279.4,165787120.2,5068,50502
01-11-2013,3300,3315,3269.4,3276.7,2533376679,72466,770838
31-10-2013,3304.3,3328,3296.2,3309.9,4012445903,47300,1210943
30-10-2013,3311,3338.85,3307.45,3323.9,2323327422,45439,698886
29-10-2013,3319.5,3364.95,3306.75,3335.6,2166087331,32772,650049
28-10-2013,3317.2,3334.9,3293.15,3323.45,1417694958,38481,426556
25-10-2013,3328,3350,3306.3,3331.55,2503401415,54716,751418
24-10-2013,3302.3,3375,3290.05,3308.75,2694711171,54918,810070
23-10-2013,3320,3338.8,3279,3324.8,2713227620,48896,820198
22-10-2013,3338,3364.2,3325.4,3342.35,3016509827,36468,901095
21-10-2013,3333,3377.7,3265.1,3335.45,3870062535,57015,1172921
18-10-2013,3286,3323.9,3261,3314.55,4520795391,58826,1368097
17-10-2013,3330.2,3357.9,3260,3268.5,4767025180,83876,1439126
15-10-2013,3324,3367.05,3312.8,3354.8,3852840677,72505,1152665
14-10-2013,3256,3335.55,3256,3324.35,5063175852,90393,1528964
11-10-2013,3335,3338,3156.8,3274.5,16834849880,237712,5161325
10-10-2013,3125.1,3160.95,3090.75,3127.6,6806703987,94071,2179336
09-10-2013,3027,3131.4,3010,3109.85,6653168595,76208,2171474
08-10-2013,3040.3,3052,3022.3,3034.15,6814067170,40099,2247864
07-10-2013,3015,3039.75,3006.4,3021.85,3697126151,49198,1224418
04-10-2013,3026.25,3039,3005,3016.4,2776626176,59650,919102
03-10-2013,3035,3047,3020,3037.15,5566457681,97949,1835839
01-10-2013,3030,3038.3,3003,3015,2003238753,54882,663777
30-09-2013,3020.2,3055,2997.55,3013,3287425555,45806,1084898
27-09-2013,3024,3051,2991,3006.6,2149835174,66381,712696
26-09-2013,3034,3036.85,3001,3012.3,4031947160,49474,1335305
25-09-2013,3031.8,3035,2992.65,3009.65,3043151078,56131,1010097
24-09-2013,3030,3031,2996.9,3015.1,4428868225,114730,1469032
23-09-2013,3005,3043.95,3001.05,3019.4,3359820168,78450,1110797
20-09-2013,3000,3032,2983.5,2995.15,3006019662,40403,998964
19-09-2013,2999,3035,2992.3,3019,5788960659,82856,1915976
18-09-2013,3025,3029.25,3005,3017.15,2802909922,66270,929977
17-09-2013,3017,3029.95,2991,3022.6,3022964984,54920,1003410
16-09-2013,3025,3057.95,2980.1,2993.4,2375526138,58103,791523
13-09-2013,3060.25,3065.85,3013.3,3028.05,3506358050,83145,1156923
12-09-2013,3105,3119.1,3048,3065.85,2669144968,75927,869680
11-09-2013,3145,3172.95,3107.75,3119.1,3575790614,81448,1143210
10-09-2013,3032,3188,3032,3158.9,8513723422,139218,2734892
06-09-2013,3005.9,3071.9,3005.9,3029.05,5119990971,73737,1683241
05-09-2013,3096.7,3096.7,2995.1,3004.8,3565268549,103039,1182134
04-09-2013,3059.7,3139.9,3055.6,3112.7,3489556518,76316,1122425
03-09-2013,3072,3094.5,3016.8,3033.7,2383594537,60950,783414
02-09-2013,3077.1,3127.6,3064.6,3085.9,1983671305,33933,640630
30-08-2013,3092,3122.9,3037.5,3105.85,4897349585,111536,1584820
29-08-2013,3070,3126.95,3061,3104.6,7788973365,105103,2510786
28-08-2013,3052,3130,3052,3116.25,5567898383,93133,1791212
27-08-2013,3032,3080,3031.9,3056.05,3262248029,61573,1065694
26-08-2013,3019.95,3049.85,3008.5,3030.7,2111689300,49072,696443
23-08-2013,3005,3019.95,2982.3,3000.7,2060318311,41037,687358
22-08-2013,2989,3036.45,2964,3020.2,4117838193,82245,1370727
21-08-2013,2994.8,2994.8,2922.1,2958.75,2771770222,51677,940823
20-08-2013,3020,3021,2982.5,3006.65,3890277209,94865,1295257
19-08-2013,2990.1,3026.95,2950.95,3005,1969286588,48320,657416
16-08-2013,3020,3039.95,2967.65,2978.4,4529305554,77739,1510952
14-08-2013,3070,3094.9,3042.55,3069.65,3531219854,53212,1151401
13-08-2013,3008.1,3094,3008,3083.6,3962673607,66610,1291789
12-08-2013,2976,3020,2971,3005.4,2843103091,51896,949297
08-08-2013,2940,2978,2940,2964.55,2134484780,43195,720671
07-08-2013,2975,3002.8,2951.25,2963.35,2416516424,56887,812951
06-08-2013,3008,3012,2951.05,2987.35,3742880642,54570,1253979
05-08-2013,2998.8,3025,2996.5,3009.05,3201920809,97366,1062848
02-08-2013,2985,3020,2981.1,3008.8,4496585359,131521,1495287
01-08-2013,2988,2995.15,2956.75,2974.65,3234401406,56185,1086329
31-07-2013,2969,2991.6,2928.2,2969.65,4379016287,84018,1475916
30-07-2013,2931,2973,2931,2955.7,2340107787,57518,792026
29-07-2013,2910,2944,2910,2921.2,1597275097,28452,545369
26-07-2013,2930,2953,2902.6,2913.3,2527489074,91235,862455
25-07-2013,2909,2945.35,2901,2915.3,2620216885,38680,897211
24-07-2013,2880,2927,2880,2908.6,1773122528,42557,609410
23-07-2013,2890,2917.15,2890,2901.95,2239475903,48016,771060
22-07-2013,2822.2,2894.9,2822,2876.75,2425916468,54822,843892
19-07-2013,2803,2865,2803,2847.45,5846423956,101074,2050355
18-07-2013,2754,2817.5,2738.85,2800.75,4573539602,87256,1634837
17-07-2013,2731.65,2758.35,2731.65,2750.85,2258098809,58165,821881
16-07-2013,2702.05,2770.6,2681.05,2728.8,2160384407,66270,787692
15-07-2013,2785.05,2790,2728.3,2742.7,4427644757,123550,1609280
12-07-2013,2781.15,2905.6,2750,2804.2,18602227601,338508,6609130
11-07-2013,2535,2563.45,2509.75,2528.35,4977798525,102913,1963120
10-07-2013,2505,2520,2493,2501.15,2150863789,47154,858177
09-07-2013,2481,2514,2481,2498.2,2688315412,79300,1076421
08-07-2013,2485,2494,2460.5,2468.15,1673380403,43424,676896
05-07-2013,2467,2483.55,2438.7,2456.2,1336484187,26955,542170
04-07-2013,2433,2475.15,2420,2468,1597368881,34857,651348
03-07-2013,2401,2451.9,2392.6,2404.5,1614146464,43739,668732
02-07-2013,2448.1,2463.55,2400,2403.95,1548381059,39128,638854
01-07-2013,2469,2473.5,2441.1,2451,1293648970,39596,526135
28-06-2013,2471.2,2507.75,2424,2498.85,3616633717,79414,1463424
27-06-2013,2421,2499.95,2412.6,2482.8,3283639061,64978,1333868
26-06-2013,2391.6,2414.6,2371.65,2399.4,1666732270,45279,695904
25-06-2013,2380,2386.85,2345,2373.9,1716345633,36556,723830
24-06-2013,2402.5,2403.25,2351.9,2380.4,2179261517,51157,917069
21-06-2013,2370.6,2432,2370.6,2418.75,1850659820,48897,770171
20-06-2013,2428,2448,2342.75,2369.1,2043512213,49540,850366
19-06-2013,2446,2448.7,2407.3,2438.35,1770257271,46778,729604
18-06-2013,2430,2460,2424.7,2446.55,1309138295,36006,535613
17-06-2013,2411.45,2426,2394.85,2422.6,821083072,24004,340063
14-06-2013,2391.7,2409,2377.15,2394.95,1671831992,54930,698008
13-06-2013,2424,2425,2375,2379.9,1241900330,28646,519291
12-06-2013,2462.25,2506.4,2412.85,2421.35,1819350302,41403,740911
11-06-2013,2490,2514.5,2465.85,2475.5,1855174139,33670,744713
10-06-2013,2460,2498,2457.2,2486.75,1331146543,31804,536130
07-06-2013,2425,2472.9,2420,2446.8,2026955975,56804,827271
06-06-2013,2450,2454.65,2415.9,2429.65,2284980118,66292,938654
05-06-2013,2480,2490.2,2455,2461.25,1569741017,32566,634848
04-06-2013,2490,2519.45,2463.6,2495.9,3652912213,75949,1464320
03-06-2013,2525,2625,2475.15,2514.1,10568233704,198328,4151906
31-05-2013,2342,2434.9,2342,2411.7,5541480273,120841,2312288
30-05-2013,2333.5,2348.65,2316.5,2341.45,1852104353,45818,792329
29-05-2013,2370,2391,2333,2352.4,1523323484,27765,645816
28-05-2013,2370,2380,2353.65,2366.2,1252378571,35470,529369
27-05-2013,2341.2,2386,2330.3,2372.7,981364283.1,30803,415646
24-05-2013,2361.6,2385,2334,2347.9,1082594618,27141,461081
23-05-2013,2376,2419.25,2356.15,2359.85,1515982960,52435,637573
22-05-2013,2400,2433,2378.25,2385.3,1877503931,58145,780709
21-05-2013,2370.2,2417.05,2366.95,2397.6,1696294743,46400,707516
20-05-2013,2346,2383,2344,2372.05,2596542402,55829,1094786
17-05-2013,2336.9,2369,2335,2351.75,1889620319,43520,803969
16-05-2013,2353.5,2359.8,2313.25,2332.6,2038659313,47181,873969
15-05-2013,2353,2372.7,2347.4,2360.45,2619305673,64802,1111647
14-05-2013,2337.3,2370.8,2337.3,2350.05,1319162998,37134,560556
13-05-2013,2355,2362.15,2330.3,2339.6,1467390844,34655,626870
11-05-2013,2360.1,2370,2351.1,2361.95,60980555.55,1709,25804
10-05-2013,2362.1,2385,2357.1,2371.55,1344054778,40928,566755
09-05-2013,2351.9,2368.9,2350,2361.4,1346314255,39378,570178
08-05-2013,2365,2380,2338.05,2350.65,2140278833,44523,909794
07-05-2013,2350,2355,2324.75,2348.8,2046527527,49339,872888
06-05-2013,2315,2345,2315,2341.1,1753033489,43539,750013
03-05-2013,2296.75,2324,2278.2,2307.95,2632612225,80773,1139649
02-05-2013,2236,2291.45,2236,2286.7,2670212767,82309,1172023
30-04-2013,2234,2242.35,2222.2,2235.45,2465993436,69002,1105090
29-04-2013,2206,2248.8,2186,2229.3,2496420268,90238,1120710
26-04-2013,2220.1,2237.8,2202.5,2212,3078248269,116197,1391198
25-04-2013,2248,2250,2223.15,2227.7,3845215200,90760,1720293
23-04-2013,2250,2270.6,2244.4,2262.25,2223083985,77747,983745
22-04-2013,2291.6,2293,2223.55,2244.55,4324679503,108159,1925161
18-04-2013,2286.4,2323,2281.3,2295.7,3794293729,80184,1653046
17-04-2013,2300,2311.95,2250,2283.85,4326594778,104715,1893643
16-04-2013,2319,2326,2287,2296.25,4120736488,118241,1787717
15-04-2013,2290,2357,2204,2339.05,18990826898,371091,8319997
12-04-2013,2625.05,2625.05,2268.7,2296.65,28978333007,567605,12253468
11-04-2013,2866.5,2935.6,2834.9,2916.7,6145240898,130504,2127334
10-04-2013,2803,2827.8,2776.25,2815.65,2294832018,82876,818952
09-04-2013,2833.55,2838.95,2756.25,2766.35,3779427300,54872,1355082
08-04-2013,2850,2873.65,2827.25,2831.9,1320755197.6,53260,464545
05-04-2013,2879,2899,2850,2865.85,1573071710.8,39494,546620
04-04-2013,2945,2949.15,2872.05,2880.05,2714997400.25,66788,937495
03-04-2013,2948.9,2999.55,2948,2968.45,3108808140.45,47275,1044434
02-04-2013,2930,2989.7,2914.85,2969.05,3597167854.35,123726,1215111
01-04-2013,2910.75,2953.55,2910.75,2944.2,2725807137.7,82593,927755
28-03-2013,2865,2896.95,2851.2,2889.35,4454049727.05,53093,1543506
26-03-2013,2845,2869.65,2834,2854.55,1217695461.45,34280,426948
25-03-2013,2845.2,2865,2832.65,2852.75,1793837167.6,42722,629607
22-03-2013,2849.95,2875.5,2830,2863.2,2633075200.55,72423,921286
21-03-2013,2883,2894.5,2862,2872.8,3575831067.85,79563,1242510
20-03-2013,2864.8,2874.7,2827.55,2865.65,3201048908.85,64716,1124330
19-03-2013,2875,2886.2,2841.1,2856,4285750116.25,77445,1497018
18-03-2013,2866.25,2890,2851,2860.75,2311278641.3,35343,805853
15-03-2013,2876.35,2911.65,2868.05,2878.25,2620627488.7,45199,907599
14-03-2013,2866,2888.9,2842.9,2874.1,2989016410.2,63511,1041540
13-03-2013,2890,2890,2850.1,2863.45,3842515231.4,62917,1341267
12-03-2013,2940,2944.7,2912,2918.1,2086317934.85,56232,714257
11-03-2013,2981.8,2990,2930,2945.75,1792529676.9,50589,608270
08-03-2013,2988,2989,2957.25,2970.25,2288622370.55,39215,770362
07-03-2013,2981.25,3009.8,2980,3004.35,5141894238.55,113033,1714420
06-03-2013,2947,2976.7,2926.25,2970.1,4522099848.95,58043,1525685
05-03-2013,2924.55,2939.4,2913.25,2921.3,2621697122,58382,896493
04-03-2013,2926,2942.5,2872.15,2903.45,3669048879.6,78769,1263540
01-03-2013,2914,2961.4,2892,2913.8,3072228578,65565,1051829
28-02-2013,2915.3,2935.85,2885.4,2907,4296221218.1,72587,1476013
27-02-2013,2948,2948,2902.1,2910.55,2564475120.4,59278,878720
26-02-2013,2916,2969.4,2916,2959.8,4483460080.35,134905,1521693
25-02-2013,2870,2922,2867.6,2917.8,3798133438.2,79554,1307206
22-02-2013,2798.7,2855,2797.1,2840.55,3092428786.15,58474,1087942
21-02-2013,2801.6,2819.9,2793.15,2807.8,1952369766.75,36691,694843
20-02-2013,2825.25,2832.35,2808.5,2819.45,1954126851.5,32823,693153
19-02-2013,2780.1,2825,2767.05,2820.45,1626296587.25,29460,580418
18-02-2013,2783,2786.7,2763,2780.1,956087666.85,33389,344348
15-02-2013,2790,2808.5,2776.3,2788.6,1812538242.95,46586,649282
14-02-2013,2794.4,2828,2794.35,2812.75,2426491056.25,54690,861750
13-02-2013,2757,2797.15,2745,2789.55,2199085739.3,38695,790361
12-02-2013,2770,2774.1,2741.75,2755.25,1529129539.35,45045,555299
11-02-2013,2801.25,2814.95,2784.9,2792.05,2583290347.3,39415,924349
08-02-2013,2783.15,2816.7,2772.25,2789.45,1915961375.25,41772,685337
07-02-2013,2786,2799,2780.05,2789.5,3732425433.8,57743,1338059
06-02-2013,2775.25,2788.05,2755.85,2776,3146426281.95,45960,1137168
05-02-2013,2763.25,2782.35,2745.55,2755.9,2128777237.35,38173,770764
04-02-2013,2781,2790,2745,2767.6,2591975293.55,45767,937502
01-02-2013,2791.1,2801.9,2752,2770.95,2739211656.55,42209,987456
31-01-2013,2792,2807.1,2770,2789.5,6086140894.65,90825,2185055
30-01-2013,2804.75,2805.95,2780.55,2790.65,2375571952.35,40486,850691
29-01-2013,2806,2825,2788.55,2799,2172918400.8,55541,774648
28-01-2013,2812,2827.6,2801,2810.65,2364957344.05,42856,840376
25-01-2013,2810,2828,2791.15,2814.65,2961464717.95,58536,1055317
24-01-2013,2810,2828,2790.75,2798.2,3930489225.15,65721,1401412
23-01-2013,2781,2798,2781,2789.6,2602037420.8,45504,932339
22-01-2013,2793.6,2798.65,2777,2783.55,1780270082.5,34478,638785
21-01-2013,2763.05,2810.6,2763.05,2796.3,2058265685.9,30471,737445
18-01-2013,2805,2810,2777.45,2788.05,2542995182,57762,911324
17-01-2013,2792,2806.65,2779.2,2797.95,4115011503.3,78047,1470884
16-01-2013,2781,2788.8,2755.5,2767.45,4033128439.35,60460,1457603
15-01-2013,2806,2809.45,2774.5,2787.05,7104457961.5,110978,2547235
14-01-2013,2759.8,2836.95,2752.25,2806.5,17828225368.8,234348,6365595
11-01-2013,2521,2722,2521,2712.1,30758286444.05,447907,11606571
10-01-2013,2331,2342.65,2309.2,2322.3,3162589993.75,62125,1362627
09-01-2013,2340.2,2361.8,2323.3,2331,1799509092.25,59342,768746
08-01-2013,2365,2367.95,2323.5,2344,3763933979.25,78336,1608428
07-01-2013,2351.1,2379.9,2335.55,2374.8,2593242700.75,52530,1095203
04-01-2013,2348.4,2354.95,2332,2349.55,2478175756,55290,1056751
03-01-2013,2315,2348.85,2311,2337.9,3087004937.1,60958,1324911
02-01-2013,2316.2,2328,2303.5,2309.2,1258958157.9,45625,543743
01-01-2013,2327.6,2329.9,2305.55,2308.85,857666562.9,14479,369999
31-12-2012,2315,2324.1,2303.7,2318.7,999183466.65,22335,431478
28-12-2012,2302.1,2325.5,2288.45,2323.2,2045474031.8,45301,883032
27-12-2012,2327.8,2329,2276.65,2287.75,2327547705.2,30328,1013779
26-12-2012,2323,2330.9,2304.35,2315.25,944006531.45,22339,407945
24-12-2012,2321.1,2328.4,2313,2322.3,1255385532.6,30833,540499
21-12-2012,2299,2321.3,2286.8,2296.85,1994799874.8,39328,865502
20-12-2012,2306.1,2310,2278,2299.6,2419811133.75,70890,1055216
19-12-2012,2274,2299.9,2270.05,2296.15,2853619302.85,85622,1248987
18-12-2012,2260,2274.2,2245,2271,2345392175.25,75649,1036500
17-12-2012,2267,2291.85,2256.95,2266.25,3109190472.8,55788,1370205
14-12-2012,2273,2295.05,2266,2278.8,2423118620.55,66149,1063499
13-12-2012,2304.95,2313.65,2272.4,2283.55,2852815481.95,57377,1245889
12-12-2012,2310,2323.8,2286.25,2297.8,4428497898.35,128228,1919961
11-12-2012,2316,2336.05,2282.85,2294.05,3285862797.3,72544,1423053
10-12-2012,2320.95,2344,2299,2313.55,1983753603.4,45524,853740
07-12-2012,2321,2348.5,2311.1,2321.15,2756042006.9,63732,1185739
06-12-2012,2394,2394,2313.95,2338.3,3212571756.25,86654,1376491
05-12-2012,2429,2430,2377.5,2382.5,4183683255.45,77062,1749378
04-12-2012,2429,2447,2415,2437.45,1371807149.6,51948,563786
03-12-2012,2437,2453,2424.35,2439.15,1585380960.05,45554,650373
30-11-2012,2441.6,2476.45,2425.05,2436.85,2154468741.6,47657,881339
29-11-2012,2450,2459.25,2426.5,2445.25,3164293482.5,77217,1295637
27-11-2012,2422,2480,2421.85,2470.65,1756834409.15,35029,714663
26-11-2012,2390.75,2421,2390.75,2417.4,1138857740.2,30204,473507
23-11-2012,2382,2399,2357.05,2377.55,1033128513.5,20214,434717
22-11-2012,2348,2392,2335,2382.6,1728768862.45,39042,728414
21-11-2012,2329.7,2363.9,2321.4,2349.85,2050360512.7,32745,873726
20-11-2012,2377.15,2377.15,2312.8,2324.75,1582656987.35,48892,680038
19-11-2012,2344,2381.2,2336.65,2358.55,1188947224.2,36159,504516
16-11-2012,2291,2387,2291,2343.35,4029049247.9,88339,1711638
15-11-2012,2335.15,2337,2278.8,2296.3,2617296007.85,68215,1141631
13-11-2012,2354,2360,2333,2338.3,165021424.15,4698,70407
12-11-2012,2355,2369,2333.55,2358.95,1088350435,33009,462024
09-11-2012,2365,2365,2345,2348.7,1744561944.7,36783,742365
08-11-2012,2372,2384.55,2365,2375.3,1550804166.55,37332,653645
07-11-2012,2382,2414,2375.05,2404.4,1409651144.3,32911,586908
06-11-2012,2384,2406.5,2371.25,2381.65,2035149332.65,40713,851971
05-11-2012,2383.1,2390.6,2367.5,2378.45,1472463934.95,27217,619900
02-11-2012,2371,2404.6,2369.1,2388.1,2106259277.3,43993,881152
01-11-2012,2362,2370,2341.1,2364.65,2066283208.15,39682,876372
31-10-2012,2350,2374.5,2345.55,2363,1924666096.1,24460,814665
30-10-2012,2326,2365,2326,2358.35,1686765683.05,25735,716032
29-10-2012,2321,2339,2307.3,2335.5,1375966725.45,33256,592083
26-10-2012,2334.7,2344.8,2321.05,2329.6,997536060.45,25330,427536
25-10-2012,2343,2357.1,2330.15,2344.75,3297182467.45,70207,1407097
23-10-2012,2362,2384,2350,2353.1,1399663476.3,37012,592893
22-10-2012,2368.25,2398,2368.25,2385.55,1363892447.25,29880,570858
19-10-2012,2366,2397,2366,2383.35,3255285124.3,82129,1367150
18-10-2012,2364,2397,2345.1,2377.6,3021376585,65612,1274072
17-10-2012,2376.05,2379,2357.25,2370.15,1687917992.55,41618,713415
16-10-2012,2379.9,2389,2347,2355.7,2158247580.7,43346,910256
15-10-2012,2385.7,2412,2352.8,2365.6,4401576790.8,103396,1848765
12-10-2012,2350,2447.85,2311,2395.35,16868854321.6,322668,7087722
11-10-2012,2496,2580.05,2481.2,2533.2,4728720699.95,88438,1870800
10-10-2012,2507.1,2528.15,2489.6,2504.15,1860550452.85,39546,741513
09-10-2012,2505,2550,2484,2536.25,2854318566.05,59574,1135540
08-10-2012,2524.8,2542.9,2460,2488.2,2525079268.6,80255,1009680
05-10-2012,2585,2585,2060.55,2526.85,3657518731.85,53549,1454000
04-10-2012,2575.1,2594.9,2557.05,2575.65,2304025238.7,37469,895535
03-10-2012,2605.25,2619.15,2560.5,2578.25,2529788113.45,53428,977953
01-10-2012,2551.3,2620.2,2549,2609.65,2860243007.65,48341,1103286
28-09-2012,2561,2579.9,2526.2,2534.95,3090021914.05,57823,1210653
27-09-2012,2592.5,2593,2534.75,2549.35,4413804840.8,58691,1727860
26-09-2012,2578,2600,2567.15,2589.3,2739602701.75,35516,1061238
25-09-2012,2590,2611,2588.05,2598.05,2875656128.1,37440,1106219
24-09-2012,2600,2609.9,2575.15,2600.15,2870109315.7,46837,1106754
21-09-2012,2615.35,2650,2583.6,2593.3,4015524773.9,55321,1536734
20-09-2012,2556.6,2645,2556.6,2617.2,3792836329.85,85023,1453142
18-09-2012,2580,2619,2578,2600.8,2341327110.15,39844,898025
17-09-2012,2649,2649,2547,2564.5,3167831401.1,62154,1232409
14-09-2012,2588,2644.7,2586.1,2632.1,3470534939.4,69925,1328481
13-09-2012,2538.8,2566.9,2518,2555.05,1665370543.3,36863,656213
12-09-2012,2531,2549.95,2521.15,2539.7,1612310223.7,33362,635416
11-09-2012,2500,2535.95,2474.6,2529.5,1710537880.5,34919,680238
10-09-2012,2496,2527,2478.75,2512.35,2295668708.8,55542,917165
08-09-2012,2477.2,2499.9,2477.2,2496,196993019.45,3574,79079
07-09-2012,2455,2494,2451.1,2487.25,1877513519.6,47550,759462
06-09-2012,2350.5,2427.9,2350.5,2422,2297794686,49910,952923
05-09-2012,2347,2357,2332.2,2339.45,1176187427.2,25278,501653
04-09-2012,2360.35,2372,2344.1,2360.8,687568873.65,15340,291666
03-09-2012,2366,2398.9,2358,2365.1,1284725911.05,19218,540189
31-08-2012,2386,2386,2354.75,2361.65,1720623844.95,26308,726383
30-08-2012,2383.85,2406.15,2370.05,2392.7,3339723497.5,38971,1396924
29-08-2012,2422,2422,2382.45,2388.3,1681751966.75,43679,702052
