Price Date,Open Price,High Price,Low Price,Close Price,Traded Value,Number Of Trades,Traded Quantity
28-08-2012,2397,2451.45,2397,2421.15,1724719338.05,36387,708257
27-08-2012,2430.2,2446.5,2405.6,2411.9,2387712833.05,31924,986420
24-08-2012,2448,2458.35,2434,2444.8,2055548188.5,37546,840564
23-08-2012,2435,2483,2424.25,2477.2,4537917409.3,91767,1840357
22-08-2012,2402.9,2440,2394.15,2433.6,1559153107.2,60172,643646
21-08-2012,2365,2439,2365,2409,3680076805.5,69684,1525767
17-08-2012,2324,2355,2316.3,2351.05,2490330115.4,48619,1061660
16-08-2012,2328.15,2328.15,2301.05,2315.45,1079368708.05,39511,466203
14-08-2012,2313.3,2335,2289.35,2329.35,1173318549.45,30439,505602
13-08-2012,2301.3,2331,2300.1,2320.1,1163539195.5,28796,501741
10-08-2012,2278,2321,2264,2313.05,1616855160.85,49626,704461
09-08-2012,2290.25,2311.5,2275,2282.05,1987724698.8,51878,866387
08-08-2012,2262,2295,2260,2283.6,2293491477.25,64332,1004888
07-08-2012,2232,2269.4,2222.1,2253.3,1538751503.05,39201,683168
06-08-2012,2222.2,2234.9,2207.4,2216.8,902130702.3,28429,406348
03-08-2012,2196.25,2217.35,2185.1,2208.5,851182154.95,33637,386949
02-08-2012,2218,2226.8,2195,2205.75,668027113.05,18729,302504
01-08-2012,2215,2230.4,2200.75,2218.55,843460108.85,25175,380998
31-07-2012,2215,2236,2185,2226.95,1916391880.25,49250,864305
30-07-2012,2160,2215,2157.55,2209.7,1966427774.25,70851,895865
27-07-2012,2162,2164,2109.3,2148.65,2640009118.3,88249,1232811
26-07-2012,2167,2167,2101.25,2123.8,3193856833,55103,1496917
25-07-2012,2174,2180,2150,2168.55,1903045110.1,49103,879568
24-07-2012,2190.5,2212,2165.1,2168.65,1947478297.95,41392,894189
23-07-2012,2200,2209.9,2182.6,2189.1,1066826831.75,30809,486350
20-07-2012,2244.9,2244.9,2205.3,2218.75,1430064859.65,35322,644229
19-07-2012,2200,2250,2193.25,2245.2,3044124192.95,80761,1364049
18-07-2012,2171.25,2188.9,2163,2178.9,2144812284.6,53202,984158
17-07-2012,2184.9,2198,2162.3,2171.25,3674868096.4,89865,1687891
16-07-2012,2230,2241.4,2163.25,2171.3,5047987618.35,119422,2305137
13-07-2012,2218,2258.8,2218,2229.8,7496469181.55,127857,3344563
12-07-2012,2250,2280,2219,2264.4,15270400536.7,288326,6783983
11-07-2012,2450,2502.4,2445,2471,5246324266.4,91670,2118235
10-07-2012,2444,2463.3,2441.35,2459.4,2163696296.75,57267,881840
09-07-2012,2421.1,2468.9,2402,2437.95,2232992810.05,59189,914335
06-07-2012,2476,2485,2440,2444.65,1495833671.65,35321,610930
05-07-2012,2480.25,2488,2462.5,2480.25,1787696232.3,36534,722558
04-07-2012,2500,2504.85,2469,2479.4,1982130280.7,43887,798852
03-07-2012,2516.25,2516.25,2476.6,2490.55,1999872686.5,34991,803601
02-07-2012,2503,2518.8,2490.7,2499.4,1617107714.95,34229,646902
29-06-2012,2494,2519,2476.2,2509.2,2934461620.3,56460,1170621
28-06-2012,2465,2497,2448.35,2473.3,2361580413.15,38880,951622
27-06-2012,2452,2475,2448.45,2468.1,2674752402.15,34582,1084673
26-06-2012,2453.1,2459.9,2429.55,2440.4,3152888175.2,57025,1291270
25-06-2012,2474.9,2488,2458.25,2468.15,2454607139.15,45911,993681
22-06-2012,2449.75,2484.5,2426.45,2474.45,1979533909.25,32386,801791
21-06-2012,2456,2503,2440.15,2491.3,2014380598.15,44523,817077
20-06-2012,2480,2485,2452.95,2470.1,2017461781.5,44042,816997
19-06-2012,2500,2505,2457.9,2477,1987802621.1,76373,801760
18-06-2012,2535,2544.35,2496.5,2511.7,2240362097.25,36360,889629
15-06-2012,2510.05,2532,2502.75,2522.55,1989036268.85,31146,788939
14-06-2012,2461,2510,2461,2498.3,2460992084.8,43613,985417
13-06-2012,2451.25,2489.7,2442,2470.1,1901767712.3,33529,769723
12-06-2012,2402.2,2470,2402.2,2458.05,1265875053,24020,516835
11-06-2012,2427,2452.75,2414.9,2425.65,1082853676.95,26217,444223
08-06-2012,2488.9,2488.9,2392.8,2419.25,1680111108.4,42106,695603
07-06-2012,2448,2464.85,2436.15,2452.95,2038553346,52569,830886
06-06-2012,2397.2,2433.35,2396.4,2415.5,2653184545.15,45313,1097148
05-06-2012,2385,2411.9,2374.7,2388.85,1791427259.1,26790,749090
04-06-2012,2374,2396.35,2345,2385.6,1427516744.5,31448,601511
01-06-2012,2415,2431.5,2383,2389.2,1961967787.6,31315,817880
31-05-2012,2408,2552,2391.1,2429.35,6532131220.85,81690,2703294
30-05-2012,2407,2458.8,2392.7,2432.3,2446470186.15,61639,1006436
29-05-2012,2391,2425,2378,2409.5,1549140999.05,46935,643095
28-05-2012,2394,2398,2362.6,2385.8,1405113333.55,28472,590723
25-05-2012,2363,2385,2351.05,2372.85,1278638631.2,37333,539216
24-05-2012,2349,2388.9,2313,2380.8,2243203690.35,55975,951506
23-05-2012,2355,2364.8,2307.2,2348.2,1576435850.9,51770,675254
22-05-2012,2355,2368.05,2323.65,2341.1,1708388208.55,35705,727901
21-05-2012,2384.9,2385.5,2324,2340.45,1405808451.7,43861,597095
18-05-2012,2325.35,2405,2302.15,2382.85,1738261969.8,42311,742270
17-05-2012,2368.45,2377.45,2346.4,2370.55,1716854908.05,36371,725927
16-05-2012,2378,2385,2354,2368.45,2541959516.65,52530,1073661
15-05-2012,2305,2429,2305,2415.2,3060700218.2,65302,1283394
14-05-2012,2320.2,2345.5,2304.1,2338.95,2302897787.9,34686,989802
11-05-2012,2344,2360,2292.05,2311.3,2570537267.95,53164,1112664
10-05-2012,2368,2384.85,2322.3,2344.2,2663245870,51073,1135503
09-05-2012,2368,2394.8,2352.6,2366.25,3120985291.1,68823,1312268
08-05-2012,2395,2407.75,2329.15,2393.9,3426727891.25,74058,1440830
07-05-2012,2409,2448.8,2367.9,2437.6,3225334557.1,59886,1338750
04-05-2012,2482,2498,2423.4,2441.95,3316188544.75,61488,1350111
03-05-2012,2460,2497.25,2460,2482.9,3540789934.55,59665,1425091
02-05-2012,2465,2488,2461.75,2472,3132505992.65,56147,1265586
30-04-2012,2392,2468,2390.35,2462.1,3326924227.1,85696,1358701
28-04-2012,2397.75,2404.3,2387.1,2395.8,148161395.35,3580,61869
27-04-2012,2357,2398,2355,2391,4165813073.3,69169,1757808
26-04-2012,2350,2378.8,2342.35,2356.2,5061741343.1,73728,2142133
25-04-2012,2349.7,2365,2303.25,2349.95,7221876719.95,114643,3079813
24-04-2012,2310.65,2364.8,2198.3,2349.55,15243271323.5,275575,6629739
23-04-2012,2390,2390,2305,2310.9,5299338542,122749,2267087
20-04-2012,2394.75,2428.4,2362.5,2407.4,3467722989.3,62813,1438440
19-04-2012,2379.9,2414.95,2368,2405.4,5126725731.4,101686,2139189
18-04-2012,2400,2402.55,2355,2371.25,5677524958.9,126704,2395666
17-04-2012,2399,2399,2336.1,2380.7,7015374141.7,124991,2960886
16-04-2012,2400,2426.55,2333.05,2364.55,9924142064.7,194716,4186435
13-04-2012,2518,2522.7,2389.1,2402.55,23155833920.85,419015,9406946
12-04-2012,2822.75,2831.85,2738.45,2750.65,4089759812.3,84298,1475701
11-04-2012,2768.95,2825,2743.2,2804.4,2852248182.15,65468,1022455
10-04-2012,2842,2847.65,2737,2771.4,2517687082.45,53030,905382
09-04-2012,2837.5,2859.35,2812.4,2822.75,2311363516.55,33119,817696
04-04-2012,2849,2874.95,2844,2851.1,1875518665.35,36221,656768
03-04-2012,2866.3,2877.65,2842.55,2858.45,1944519182.35,36248,681448
02-04-2012,2864,2888.75,2841,2850.2,1731271724,38060,606448
30-03-2012,2809.9,2873,2803,2866.3,2834455398.1,49567,995450
29-03-2012,2820.5,2838.35,2767.8,2792,4888209608.5,63840,1750026
28-03-2012,2866,2874.7,2824,2843.1,2107719615.9,35457,739990
27-03-2012,2860,2903.75,2832.3,2875.9,2723233025.7,48409,948844
26-03-2012,2869,2869,2821.1,2830.75,1745781752.5,37058,615333
23-03-2012,2833,2882.75,2830.4,2872.7,1966369125.95,29019,687217
22-03-2012,2874,2874.55,2814.3,2828.3,2012634520.6,33439,708080
21-03-2012,2832.45,2890,2821,2867.3,2233889213.15,41612,781333
20-03-2012,2826,2853.2,2803,2831.35,3259816966.45,38170,1153173
19-03-2012,2895,2900,2811.3,2837.5,2155310130.3,35769,757691
16-03-2012,2905,2913,2847.15,2864.95,3253611061.2,52317,1128876
15-03-2012,2895,2905.15,2870.5,2881.9,2254673247.95,48025,781420
14-03-2012,2890,2915,2853.95,2878.85,3820315931,60135,1325261
13-03-2012,2843.95,2869.85,2842,2859.8,2753975823.8,40459,963803
12-03-2012,2915,2915,2781,2817.4,2571497024.35,63068,911809
09-03-2012,2894,2903,2848,2855.3,2388701935.15,40571,830601
07-03-2012,2842,2895,2835.1,2883.85,2843007195.55,61494,988571
06-03-2012,2805.1,2880,2801.1,2852.45,3687631095.85,67381,1293711
05-03-2012,2858.1,2863.85,2796.7,2809.85,2036800556.7,35353,722557
03-03-2012,2846.85,2869.35,2846.85,2858.1,62022515.85,1350,21694
02-03-2012,2865,2865,2813.1,2845.7,2153324163.8,39637,759707
01-03-2012,2851.55,2875,2805,2856.65,3483019808.2,67718,1225829
29-02-2012,2894,2908.1,2864.2,2883.45,3198758320.4,64646,1108551
28-02-2012,2886,2910,2854.95,2872.4,2855538289.65,43956,993775
27-02-2012,2965,2965,2872,2883.35,2515322620,46039,863821
24-02-2012,2932,2974,2923.5,2948.05,3146926234,43868,1067055
23-02-2012,2939,2982.6,2916.2,2933.15,3865800413.15,71717,1309370
22-02-2012,2905.2,2994,2905.2,2952.25,3856099149.7,60264,1301640
21-02-2012,2930,2959.9,2911.25,2938.25,2223832687.85,47060,756153
17-02-2012,2916.25,2978,2900.15,2947.8,4214485258.7,82093,1432160
16-02-2012,2864,2917.7,2860.55,2908.95,2981024522.6,52354,1032069
15-02-2012,2815,2875,2815,2864.1,2557248944.95,41516,897291
14-02-2012,2776,2809.9,2764,2801.05,1910037241.7,45331,684721
13-02-2012,2775.25,2800.5,2757.1,2788.4,1991968590.6,34745,716751
10-02-2012,2799,2802,2751.15,2790.4,1798574509.4,42377,647202
09-02-2012,2749,2822.1,2731.85,2809.9,3529062765,69219,1269605
08-02-2012,2748,2782,2741.35,2769.15,2304593199.85,53189,833937
07-02-2012,2805,2805,2713.65,2727.5,2490187080.2,60462,902705
06-02-2012,2805.1,2807.9,2752.1,2777.1,2761535509.85,60633,992210
03-02-2012,2740.05,2792,2740.05,2783.25,4042605578.7,64571,1454650
02-02-2012,2740.1,2783,2730,2757,3978199590.15,63940,1442282
01-02-2012,2739.7,2748,2695.65,2742.7,2132297642.05,62319,783667
31-01-2012,2712,2754.65,2706,2746,2966403096.15,50686,1082362
30-01-2012,2698.9,2725.2,2690,2712.3,3239300585.9,69911,1198557
27-01-2012,2702,2735,2686.2,2725,4145278518.5,96787,1527359
25-01-2012,2635,2675,2625,2665.8,3501169356.9,80721,1318170
24-01-2012,2618,2639.6,2595,2620.8,1850445512.55,47078,706651
23-01-2012,2590,2615.5,2589,2600.3,1679928222.85,33559,645108
20-01-2012,2596,2609.7,2576.3,2588.8,3767771752.8,108659,1454464
19-01-2012,2616,2622.8,2576.6,2594.7,3128953764.85,90036,1206542
18-01-2012,2644,2644,2585,2612.05,3163344366.35,73068,1212553
17-01-2012,2650,2672.8,2633.85,2662.05,2905017268.6,71946,1092553
16-01-2012,2581.25,2644,2579.1,2640.15,4330087014.9,120634,1648592
13-01-2012,2618,2619,2552.25,2584.2,6741646882.15,149076,2612368
12-01-2012,2750,2750,2578.05,2588.25,16083711028.95,280058,6121325
11-01-2012,2868,2894.9,2813,2826.6,4909735852.1,90102,1724475
10-01-2012,2870,2875.4,2850.2,2863.6,3998509233.35,55820,1397397
09-01-2012,2847.5,2866.3,2817.2,2836.55,2935462618.4,42650,1033223
07-01-2012,2838.9,2851.5,2828.05,2835.2,271186672.55,3720,95521
06-01-2012,2838,2867.6,2811.1,2832.15,2511910497.6,42072,885954
05-01-2012,2839.2,2876,2831.45,2840.15,2541818338.9,50037,890659
04-01-2012,2845,2875,2841.05,2854.4,2620627304.85,46897,917678
03-01-2012,2824.1,2886.95,2820,2864.3,3186065749.25,68763,1112876
02-01-2012,2759.2,2816.65,2742,2808.95,2025803831.9,40168,728272
30-12-2011,2744,2775,2741.5,2767.65,1832477672.35,36893,663602
29-12-2011,2758,2774.9,2731.05,2742.1,3041710431.45,50973,1104646
28-12-2011,2769,2804,2751.55,2782,2378836982.3,38816,856406
27-12-2011,2765,2799,2736.25,2759.4,2138546132.8,51207,772275
26-12-2011,2691,2787,2691,2775.85,1456458500.45,29873,529571
23-12-2011,2740,2740,2683.25,2694.75,2379750046.5,42876,880662
22-12-2011,2650,2748,2650,2720.85,4276705580.6,82121,1588392
21-12-2011,2719,2754.8,2680,2743,2857377934.3,53794,1052865
20-12-2011,2690,2698.15,2651.1,2668.75,3507506483,57672,1310576
19-12-2011,2690,2703.55,2655.8,2676.4,4039288768.55,54937,1508054
16-12-2011,2695,2788.8,2691.95,2724.5,4668492865.2,67973,1708661
15-12-2011,2726.3,2734.35,2665,2716.35,3398477403.65,51087,1256646
14-12-2011,2750,2767.25,2725,2740.25,3384875150.05,61059,1232204
13-12-2011,2731.3,2764.9,2708.7,2752.2,3311023313.95,61010,1206042
12-12-2011,2719.9,2756,2697.8,2740.25,3759622423,54707,1378225
09-12-2011,2668.15,2739.8,2660.2,2710.3,3569579846.55,53088,1321344
08-12-2011,2747,2758,2696.1,2723.45,2485074757,43574,911948
07-12-2011,2705,2772.4,2684.05,2758.95,2774351421.75,54669,1008799
05-12-2011,2690,2717.75,2675.2,2701.15,2516949295.85,60914,933523
02-12-2011,2651,2715.45,2647.9,2694.15,3172155159.65,57086,1181426
01-12-2011,2674,2690.85,2630.6,2655.35,2703734151.4,38896,1015651
30-11-2011,2581,2625,2561,2606.85,3782615661.7,57314,1455029
29-11-2011,2622.2,2628.05,2581.25,2597.95,3464575206.3,69012,1332421
28-11-2011,2620.05,2649.9,2612.45,2636.15,2395339795.95,47525,911276
25-11-2011,2655,2655,2591,2599.7,2621095035.3,50039,1002816
24-11-2011,2641,2684,2586.6,2666.2,4346467577.25,60836,1653972
23-11-2011,2675,2689.55,2617.35,2652.65,4248832157.8,82643,1599102
22-11-2011,2600,2764.9,2600,2724,5041199872.95,80521,1857439
21-11-2011,2720,2734.85,2626.3,2670.1,3159468421,51377,1170724
18-11-2011,2731.05,2764.45,2720,2740.8,1623597615.75,33885,592237
17-11-2011,2768.3,2789,2732.9,2753.5,2194144811.2,34006,795873
16-11-2011,2795,2804,2758.3,2778.3,2284219458.3,41627,819081
15-11-2011,2800.1,2820,2781.55,2798.3,1786256247.9,31357,637253
14-11-2011,2810.15,2832.4,2798,2808.8,1629466319.45,25433,579130
11-11-2011,2610.7,2807.7,2610.7,2775.7,3283630327.95,57344,1180153
09-11-2011,2845,2867.25,2825,2835.3,2374332063.35,49637,834956
08-11-2011,2815.05,2848,2790.85,2842.1,2154465269.8,36217,763417
04-11-2011,2845,2850.9,2791.55,2825.95,2698731374.15,47913,955461
03-11-2011,2834,2842,2767.2,2802.1,3766647496.9,52906,1347453
02-11-2011,2820,2853.9,2817.4,2834.4,1887799713.85,50309,664732
01-11-2011,2840,2874.1,2818,2836.6,2809981047.9,54155,988274
31-10-2011,2856,2897.75,2856,2877.55,3708277210.7,47051,1286453
28-10-2011,2921,2971.35,2845.05,2858.65,8963504413.75,192945,3108598
26-10-2011,2861.9,2869.95,2831.4,2838.65,649512868.8,9743,228612
25-10-2011,2811,2899,2811,2858.7,5571073222.2,79332,1959698
24-10-2011,2750,2774.8,2741.2,2767.3,2101081865.3,51919,759449
21-10-2011,2747.55,2749,2707,2722.65,2336594319.95,50386,857289
20-10-2011,2692,2757,2687.55,2747.55,1890022544.8,36527,696710
19-10-2011,2722,2735,2701.1,2727.75,3446140306.9,76073,1266915
18-10-2011,2699.9,2725,2687.7,2701.55,3556914755.75,53910,1314767
17-10-2011,2761.1,2764.9,2720.2,2746.55,4837092096.45,63406,1768187
14-10-2011,2711.1,2756.7,2686.3,2743.75,6659909856.95,113753,2450124
13-10-2011,2719,2729,2685,2696.7,6096131923.7,88039,2255192
12-10-2011,2595,2688,2595,2679.35,11472283510.75,190336,4329213
11-10-2011,2593.4,2595,2490,2504.55,7049933861.95,124891,2792406
10-10-2011,2545,2600.9,2528.4,2589.95,5434269072.8,92030,2118304
07-10-2011,2560,2574.9,2487.65,2508.7,5857214196.2,88757,2307216
05-10-2011,2457.95,2499,2428.1,2446.95,3314242390.9,48861,1346482
04-10-2011,2452.2,2481.75,2413.6,2438.5,2396093550.85,47174,979810
03-10-2011,2490,2518,2467.7,2475.9,3075302597.05,52749,1235641
30-09-2011,2531.9,2564,2508.2,2533.05,3401808726.4,83700,1341332
29-09-2011,2482,2569.95,2471.25,2551.1,7347678913.3,129049,2907043
28-09-2011,2480,2540,2452.5,2470.25,6251516099.7,88424,2507720
27-09-2011,2377.2,2468.65,2377.2,2444.15,3137434708.8,59948,1292628
26-09-2011,2345,2365,2301.1,2355,1910826089.75,37711,818036
23-09-2011,2328,2389.8,2321,2338.8,3072496050.35,59231,1306054
22-09-2011,2384,2411.8,2336.65,2352.6,2691267745.55,45764,1129732
21-09-2011,2440,2454.9,2420,2435.65,2254693052.2,47013,925310
20-09-2011,2377,2440,2375.15,2436.55,2728234231.5,43141,1126113
19-09-2011,2399,2411.6,2356.1,2362.65,1947667004.2,32272,819804
16-09-2011,2457.9,2457.9,2373.6,2395.15,3391365603.35,60363,1413013
15-09-2011,2378,2428.5,2330,2409.9,4067005129.55,84918,1712932
14-09-2011,2251,2366.9,2249,2351.65,4977673918.35,106022,2154610
13-09-2011,2223.1,2259.7,2195.75,2222.05,2892601366.95,49277,1295652
12-09-2011,2208,2217.35,2180.65,2198.45,2252261767.65,44329,1024783
09-09-2011,2328.1,2328.1,2261,2274.3,3544058268.15,52618,1549013
08-09-2011,2300,2354,2299,2338.45,3222464571.8,54213,1378484
07-09-2011,2297.9,2314.3,2267.65,2291.45,3769050046.65,52206,1644679
06-09-2011,2253.9,2320,2222.25,2302.55,3057395604.95,58891,1352087
05-09-2011,2293.7,2293.7,2240.2,2265.1,3075534555.55,45183,1362818
02-09-2011,2385,2385,2275.3,2319.2,4330415037.15,78854,1870113
30-08-2011,2331,2360,2280,2342.95,3536696496.1,61368,1517865
29-08-2011,2239,2312.25,2232,2296.25,3210809450.55,59265,1402816
26-08-2011,2186.5,2252.9,2182.65,2202.55,5834295429.7,89675,2627745
25-08-2011,2250.2,2265.1,2161.5,2183.4,7368166870.55,69966,3356719
24-08-2011,2280,2284.95,2230,2250.9,2421530186.35,51325,1075768
23-08-2011,2201.25,2302.65,2194,2276.95,4823516417.9,114119,2142930
22-08-2011,2213.9,2245.1,2175,2194.6,4341687819.2,66066,1963509
19-08-2011,2274,2274,2171.6,2224.7,7974712910.15,118617,3612400
18-08-2011,2465,2468.1,2343,2354.1,3170740174.85,64506,1334333
17-08-2011,2396,2465.5,2396,2448.95,2598315460.2,54230,1066416
16-08-2011,2430,2438.25,2372.3,2399.3,3042398652.15,56845,1268338
12-08-2011,2488,2488,2342.35,2375.2,4205870031.4,71312,1762260
11-08-2011,2432,2469,2414.95,2440.6,2504194980.05,48334,1025779
10-08-2011,2448,2476.4,2411.1,2447.1,4267894188.75,73992,1744495
09-08-2011,2351,2439.95,2350.2,2374.55,5027836391.7,100014,2106218
08-08-2011,2500,2500,2431,2470.5,4988238841.4,113380,2021280
05-08-2011,2643.6,2643.6,2525,2591.2,5094113237.1,95564,1969759
04-08-2011,2740,2759.95,2704,2709.15,2234599895.75,33757,816236
03-08-2011,2735,2739.7,2708.5,2732.6,1923305128.7,41913,705761
02-08-2011,2798.55,2798.55,2745,2750.95,1703336361.45,30532,616566
01-08-2011,2780.1,2823.8,2780.1,2815.1,2142165734.5,30694,761869
29-07-2011,2741,2782.45,2725.4,2775.9,3373433129.75,35634,1219699
28-07-2011,2765,2773.9,2734.5,2751.1,3257377350.95,44127,1185172
27-07-2011,2801,2835.9,2791.2,2796.65,2983630087.75,53978,1063305
26-07-2011,2809,2824,2787.5,2801.8,2399752847.9,47883,856092
25-07-2011,2818,2825.05,2791.1,2807.75,2597171267.45,43621,925532
22-07-2011,2784.3,2844,2770,2828.25,2732423644.75,58466,968703
21-07-2011,2745.2,2784.5,2736.8,2768.1,2038782014.1,39289,737136
20-07-2011,2772.8,2772.8,2745,2752.45,2141877865.5,32738,777839
19-07-2011,2721,2762,2716.65,2750.5,2852627971.25,61817,1040553
18-07-2011,2735,2743.25,2707.35,2713.4,3196869135.5,75638,1176082
15-07-2011,2744,2762.95,2720,2731.35,2184706123.6,55044,799078
14-07-2011,2760.25,2764,2731,2740.35,3733324187.15,62191,1361403
13-07-2011,2766,2807.35,2761.05,2777.3,4633541979.85,90194,1667271
12-07-2011,2850,2850,2746.8,2791.55,10288243312.9,175094,3706582
11-07-2011,2953.9,2976.1,2888.55,2921.15,3357121889.25,55817,1150815
08-07-2011,3000,3023.9,2967.25,2976.55,2124589696.75,40336,708724
07-07-2011,2955.2,3000,2943,2995.7,2138882305.35,35697,718934
06-07-2011,2947,2972.45,2937.1,2953.7,1270130012.65,34206,430028
05-07-2011,2957,2969.9,2926,2956.45,2370122227.25,45314,802966
04-07-2011,2966.65,2977,2935,2938.95,1516229154.65,37057,514324
01-07-2011,2935,2969.95,2924.1,2934.15,2354984926.8,37163,800308
30-06-2011,2886.05,2919,2881.5,2910.45,4116331796.9,49762,1417730
29-06-2011,2868,2907,2868,2881.75,1732005042.3,30917,600094
28-06-2011,2870.05,2876.85,2843.8,2865.3,1604207349.35,42057,560849
27-06-2011,2831.65,2923,2820.25,2871.05,3861867530.5,64263,1340537
24-06-2011,2791,2877.7,2791,2859.95,3973363763,78180,1402411
23-06-2011,2750,2789.1,2735.5,2779.1,1440125929.85,41427,519846
22-06-2011,2753,2781.7,2742.1,2755.05,1939922239,45830,703125
21-06-2011,2723,2755,2693.3,2727.15,2570036195.85,40647,942852
20-06-2011,2768.3,2779.75,2652.5,2709.55,4222274508.35,69526,1557269
17-06-2011,2800.1,2803.35,2731.3,2769.65,2933890699.45,61509,1065646
16-06-2011,2829,2829,2795.05,2800.3,2678279673.25,34693,953620
15-06-2011,2861.75,2861.75,2826.9,2835.6,2600264248.15,53710,916985
14-06-2011,2877.8,2883.5,2864.75,2872.3,2827757558.65,43283,983763
13-06-2011,2848.5,2882.2,2819.7,2877.6,2764106300.25,77617,966648
10-06-2011,2868.5,2880.8,2851.2,2862.35,2572972560.95,65417,898408
09-06-2011,2881.5,2881.5,2854.55,2861.5,1511698581.15,37368,527702
08-06-2011,2889,2892.2,2867.25,2871.7,2138728893.45,25620,743246
07-06-2011,2830.05,2904,2830.05,2892.55,2870973205.1,50165,997333
06-06-2011,2822,2845.95,2795.15,2837.9,1329887954.35,19078,471158
03-06-2011,2811,2842.8,2810.9,2816.2,2222950154.75,38309,786673
02-06-2011,2780,2820,2777,2803.05,2491709165.75,42236,889661
01-06-2011,2794,2824,2784,2811.55,2842038744.5,43496,1013233
31-05-2011,2793,2818,2776.55,2785.65,7122441199.3,66024,2551326
30-05-2011,2806.1,2806.1,2761,2780.6,2383242782.5,44361,858419
27-05-2011,2760,2807,2760,2787.5,2183503562.95,43409,783118
26-05-2011,2794,2797.75,2758,2776.55,2940801053.5,50510,1059522
25-05-2011,2827.7,2827.7,2756.6,2788.65,3856971964.7,55122,1384427
24-05-2011,2833,2863.85,2833,2844.5,2716287322.05,32801,953183
23-05-2011,2847.85,2852.8,2827.85,2837.05,2404444974.65,36282,847360
20-05-2011,2845,2863.7,2832.15,2849.85,2854155972.8,36297,1002959
19-05-2011,2859.7,2859.7,2835.6,2846.45,2654843041.6,29530,931995
18-05-2011,2850,2882.35,2803,2842.5,3626128533.25,60469,1272062
17-05-2011,2848.4,2877.3,2823.95,2844.15,2700576126.55,45931,946309
16-05-2011,2876,2876,2842.35,2850.4,2307894807.95,34657,808671
13-05-2011,2883.2,2912,2871.25,2878.35,2993377845.2,38889,1035292
12-05-2011,2897.9,2909,2872,2881.25,1804723325.4,27315,624560
11-05-2011,2882,2924,2879.95,2906.05,2330497031.3,44562,801259
10-05-2011,2907.7,2924.9,2872,2880.05,1765511959.7,36541,609171
09-05-2011,2910,2917,2867.5,2908.55,1786998107.1,39206,617275
06-05-2011,2857.9,2910,2848,2893,4288323647.75,56131,1491333
05-05-2011,2867.3,2878.9,2837,2848.5,4523728683.95,68151,1582654
04-05-2011,2901,2905,2842.75,2869.75,6067966189.85,105060,2115550
